tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,monh
1383,3/14/2020 16:51,3/14/2020 17:14,3483,Montgomery St,40.71942,-74.05099,3213,Van Vorst Park,40.71848892,-74.04772663,42185,Subscriber,1969,0,3
479,3/14/2020 16:51,3/14/2020 16:59,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,42276,Customer,1994,1,3
17046,3/14/2020 16:51,3/14/2020 21:36,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,42278,Customer,1969,0,3
17081,3/14/2020 16:52,3/14/2020 21:36,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,42336,Customer,1969,0,3
493,3/14/2020 16:52,3/14/2020 17:00,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,42581,Subscriber,1991,1,3
162,3/14/2020 16:53,3/14/2020 16:56,3276,Marin Light Rail,40.71458404,-74.04281706,3185,City Hall,40.7177325,-74.043845,42118,Subscriber,1967,1,3
2222,3/14/2020 16:55,3/14/2020 17:32,3211,Newark Ave,40.72152515,-74.04630454,3192,Liberty Light Rail,40.7112423,-74.0557013,42230,Customer,1969,0,3
901,3/14/2020 16:57,3/14/2020 17:12,3203,Hamilton Park,40.72759597,-74.04424731,3279,Dixon Mills,40.72163014,-74.04996783,42347,Customer,1969,0,3
93,3/14/2020 16:58,3/14/2020 17:00,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,42381,Subscriber,1995,1,3
330,3/14/2020 16:59,3/14/2020 17:05,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,42196,Subscriber,1987,2,3
324,3/14/2020 16:59,3/14/2020 17:05,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,42182,Subscriber,1984,2,3
6690,3/14/2020 17:00,3/14/2020 18:51,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42251,Customer,1991,1,3
947,3/14/2020 17:00,3/14/2020 17:16,3203,Hamilton Park,40.72759597,-74.04424731,3481,York St,40.71649,-74.04105,42235,Subscriber,1988,2,3
984,3/14/2020 17:00,3/14/2020 17:16,3203,Hamilton Park,40.72759597,-74.04424731,3481,York St,40.71649,-74.04105,42311,Subscriber,1987,1,3
125,3/14/2020 17:01,3/14/2020 17:03,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,42381,Subscriber,1967,1,3
297,3/14/2020 17:02,3/14/2020 17:07,3187,Warren St,40.7211236,-74.03805095,3185,City Hall,40.7177325,-74.043845,42205,Subscriber,1993,1,3
6539,3/14/2020 17:02,3/14/2020 18:51,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42613,Customer,1969,0,3
549,3/14/2020 17:02,3/14/2020 17:12,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,42125,Subscriber,1979,1,3
722,3/14/2020 17:02,3/14/2020 17:14,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,42318,Subscriber,1976,1,3
2696,3/14/2020 17:02,3/14/2020 17:47,3269,Brunswick & 6th,40.72601173,-74.05038893,3269,Brunswick & 6th,40.72601173,-74.05038893,42562,Subscriber,1986,1,3
214,3/14/2020 17:03,3/14/2020 17:06,3185,City Hall,40.7177325,-74.043845,3483,Montgomery St,40.71942,-74.05099,42252,Subscriber,1967,1,3
2925,3/14/2020 17:03,3/14/2020 17:52,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42348,Customer,1989,2,3
617,3/14/2020 17:04,3/14/2020 17:15,3195,Sip Ave,40.7308971,-74.06391263,3694,Jackson Square,40.71113,-74.0789,42585,Subscriber,1971,1,3
1467,3/14/2020 17:05,3/14/2020 17:29,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,42349,Customer,1991,2,3
3564,3/14/2020 17:07,3/14/2020 18:06,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,42118,Customer,1983,1,3
2739,3/14/2020 17:07,3/14/2020 17:52,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42184,Customer,1988,1,3
1277,3/14/2020 17:07,3/14/2020 17:29,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,42611,Customer,1995,1,3
635,3/14/2020 17:08,3/14/2020 17:19,3202,Newport PATH,40.7272235,-74.0337589,3276,Marin Light Rail,40.71458404,-74.04281706,42408,Subscriber,1985,2,3
1604,3/14/2020 17:11,3/14/2020 17:38,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42368,Customer,1969,0,3
497,3/14/2020 17:13,3/14/2020 17:21,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,42388,Subscriber,1981,1,3
490,3/14/2020 17:13,3/14/2020 17:21,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,42273,Subscriber,1989,2,3
442,3/14/2020 17:14,3/14/2020 17:21,3269,Brunswick & 6th,40.72601173,-74.05038893,3483,Montgomery St,40.71942,-74.05099,42488,Subscriber,1986,2,3
908,3/14/2020 17:15,3/14/2020 17:30,3192,Liberty Light Rail,40.7112423,-74.0557013,3194,McGinley Square,40.72533993,-74.06762213,42566,Subscriber,1977,1,3
966,3/14/2020 17:17,3/14/2020 17:33,3202,Newport PATH,40.7272235,-74.0337589,3267,Morris Canal,40.71241882,-74.03852552,42616,Customer,1995,2,3
939,3/14/2020 17:17,3/14/2020 17:33,3202,Newport PATH,40.7272235,-74.0337589,3267,Morris Canal,40.71241882,-74.03852552,42298,Subscriber,1985,2,3
236,3/14/2020 17:17,3/14/2020 17:21,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42192,Subscriber,1992,1,3
763,3/14/2020 17:18,3/14/2020 17:31,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,42531,Subscriber,1965,2,3
303,3/14/2020 17:21,3/14/2020 17:26,3483,Montgomery St,40.71942,-74.05099,3276,Marin Light Rail,40.71458404,-74.04281706,42252,Subscriber,1967,1,3
1144,3/14/2020 17:22,3/14/2020 17:41,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,42201,Subscriber,1987,1,3
1137,3/14/2020 17:22,3/14/2020 17:41,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,42237,Subscriber,1987,2,3
801,3/14/2020 17:22,3/14/2020 17:35,3192,Liberty Light Rail,40.7112423,-74.0557013,3681,Grand St,40.71517768,-74.03768331,42296,Customer,1990,2,3
789,3/14/2020 17:22,3/14/2020 17:35,3192,Liberty Light Rail,40.7112423,-74.0557013,3681,Grand St,40.71517768,-74.03768331,42364,Customer,1987,1,3
497,3/14/2020 17:22,3/14/2020 17:30,3203,Hamilton Park,40.72759597,-74.04424731,3681,Grand St,40.71517768,-74.03768331,42198,Subscriber,1993,1,3
2088,3/14/2020 17:23,3/14/2020 17:57,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42155,Customer,1996,2,3
195,3/14/2020 17:24,3/14/2020 17:27,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42442,Subscriber,1989,1,3
465,3/14/2020 17:24,3/14/2020 17:32,3213,Van Vorst Park,40.71848892,-74.04772663,3639,Harborside,40.7192517,-74.034234,42360,Subscriber,1981,1,3
1502,3/14/2020 17:24,3/14/2020 17:49,3210,Pershing Field,40.74267714,-74.05178863,3196,Riverview Park,40.7443187,-74.0439909,42518,Customer,1969,0,3
1483,3/14/2020 17:25,3/14/2020 17:49,3210,Pershing Field,40.74267714,-74.05178863,3196,Riverview Park,40.7443187,-74.0439909,42126,Customer,1969,0,3
2331,3/14/2020 17:25,3/14/2020 18:04,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,42125,Subscriber,1979,1,3
274,3/14/2020 17:32,3/14/2020 17:37,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,42196,Subscriber,1988,1,3
1217,3/14/2020 17:33,3/14/2020 17:53,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42324,Subscriber,1984,1,3
2081,3/14/2020 17:34,3/14/2020 18:08,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42166,Subscriber,1976,2,3
235,3/14/2020 17:34,3/14/2020 17:38,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42164,Subscriber,1973,2,3
437,3/14/2020 17:34,3/14/2020 17:42,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.71241882,-74.03852552,42289,Subscriber,1977,1,3
442,3/14/2020 17:34,3/14/2020 17:42,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.71241882,-74.03852552,42258,Subscriber,1977,1,3
175,3/14/2020 17:37,3/14/2020 17:40,3639,Harborside,40.7192517,-74.034234,3214,Essex Light Rail,40.7127742,-74.0364857,42261,Subscriber,1990,1,3
636,3/14/2020 17:38,3/14/2020 17:48,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42546,Subscriber,1984,2,3
1117,3/14/2020 17:38,3/14/2020 17:57,3267,Morris Canal,40.71241882,-74.03852552,3639,Harborside,40.7192517,-74.034234,42221,Subscriber,1960,1,3
1104,3/14/2020 17:39,3/14/2020 17:57,3267,Morris Canal,40.71241882,-74.03852552,3639,Harborside,40.7192517,-74.034234,42326,Customer,1969,0,3
424,3/14/2020 17:39,3/14/2020 17:46,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42182,Subscriber,1954,2,3
326,3/14/2020 17:41,3/14/2020 17:46,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,42162,Subscriber,1984,1,3
148,3/14/2020 17:44,3/14/2020 17:46,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,42505,Subscriber,1988,1,3
395,3/14/2020 17:45,3/14/2020 17:51,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,42476,Subscriber,1990,2,3
1802,3/14/2020 17:46,3/14/2020 18:16,3201,Dey St,40.737711,-74.066921,3679,Bergen Ave,40.72210379,-74.071455,42200,Subscriber,1991,1,3
1014,3/14/2020 17:47,3/14/2020 18:03,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42230,Subscriber,1974,1,3
1834,3/14/2020 17:47,3/14/2020 18:18,3483,Montgomery St,40.71942,-74.05099,3483,Montgomery St,40.71942,-74.05099,42449,Subscriber,1968,0,3
1446,3/14/2020 17:48,3/14/2020 18:13,3269,Brunswick & 6th,40.72601173,-74.05038893,3269,Brunswick & 6th,40.72601173,-74.05038893,42562,Subscriber,1986,1,3
117,3/14/2020 17:53,3/14/2020 17:55,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42531,Subscriber,1992,2,3
1051,3/14/2020 17:53,3/14/2020 18:11,3202,Newport PATH,40.7272235,-74.0337589,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42406,Subscriber,1991,1,3
99,3/14/2020 17:55,3/14/2020 17:56,3679,Bergen Ave,40.72210379,-74.071455,3280,Astor Place,40.7192822,-74.07126188,42595,Subscriber,1995,1,3
158,3/14/2020 17:56,3/14/2020 17:58,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,42135,Subscriber,1994,1,3
657,3/14/2020 17:58,3/14/2020 18:09,3195,Sip Ave,40.7308971,-74.06391263,3196,Riverview Park,40.7443187,-74.0439909,42343,Subscriber,1978,1,3
1559,3/14/2020 17:58,3/14/2020 18:24,3210,Pershing Field,40.74267714,-74.05178863,3207,Oakland Ave,40.7376037,-74.0524783,42539,Subscriber,1992,1,3
237,3/14/2020 18:02,3/14/2020 18:06,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42439,Subscriber,1984,1,3
431,3/14/2020 18:02,3/14/2020 18:09,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,42476,Subscriber,1990,2,3
371,3/14/2020 18:02,3/14/2020 18:08,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42409,Subscriber,1989,1,3
187,3/14/2020 18:10,3/14/2020 18:13,3280,Astor Place,40.7192822,-74.07126188,3679,Bergen Ave,40.72210379,-74.071455,42595,Subscriber,1995,1,3
1566,3/14/2020 18:13,3/14/2020 18:39,3275,Columbus Drive,40.7183552,-74.03891444,3214,Essex Light Rail,40.7127742,-74.0364857,42543,Subscriber,1969,1,3
135,3/14/2020 18:14,3/14/2020 18:16,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,42247,Subscriber,1978,1,3
1115,3/14/2020 18:17,3/14/2020 18:35,3199,Newport Pkwy,40.7287448,-74.0321082,3201,Dey St,40.737711,-74.066921,42168,Subscriber,1989,1,3
757,3/14/2020 18:19,3/14/2020 18:32,3199,Newport Pkwy,40.7287448,-74.0321082,3211,Newark Ave,40.72152515,-74.04630454,42201,Subscriber,1987,1,3
715,3/14/2020 18:20,3/14/2020 18:32,3199,Newport Pkwy,40.7287448,-74.0321082,3211,Newark Ave,40.72152515,-74.04630454,42237,Subscriber,1987,2,3
328,3/14/2020 18:24,3/14/2020 18:30,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,42501,Subscriber,1990,2,3
226,3/14/2020 18:25,3/14/2020 18:29,3210,Pershing Field,40.74267714,-74.05178863,3212,Christ Hospital,40.73478582,-74.05044364,42193,Subscriber,1978,1,3
511,3/14/2020 18:27,3/14/2020 18:35,3272,Jersey & 3rd,40.72333159,-74.04595256,3184,Paulus Hook,40.7141454,-74.0335519,42553,Subscriber,1982,2,3
806,3/14/2020 18:27,3/14/2020 18:40,3679,Bergen Ave,40.72210379,-74.071455,3203,Hamilton Park,40.72759597,-74.04424731,42540,Customer,1969,0,3
607,3/14/2020 18:27,3/14/2020 18:37,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,42527,Customer,1969,0,3
597,3/14/2020 18:27,3/14/2020 18:37,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,42113,Customer,1969,0,3
953,3/14/2020 18:29,3/14/2020 18:45,3267,Morris Canal,40.71241882,-74.03852552,3187,Warren St,40.7211236,-74.03805095,42258,Customer,1982,1,3
160,3/14/2020 18:29,3/14/2020 18:32,3205,JC Medical Center,40.71653978,-74.04963791,3483,Montgomery St,40.71942,-74.05099,42245,Subscriber,1975,1,3
221,3/14/2020 18:30,3/14/2020 18:34,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,42504,Subscriber,1984,1,3
458,3/14/2020 18:31,3/14/2020 18:39,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,42157,Subscriber,1994,2,3
480,3/14/2020 18:32,3/14/2020 18:40,3211,Newark Ave,40.72152515,-74.04630454,3187,Warren St,40.7211236,-74.03805095,42259,Subscriber,1990,1,3
903,3/14/2020 18:34,3/14/2020 18:49,3192,Liberty Light Rail,40.7112423,-74.0557013,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42230,Customer,1990,1,3
118,3/14/2020 18:38,3/14/2020 18:40,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,42358,Subscriber,1988,1,3
694,3/14/2020 18:39,3/14/2020 18:50,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.7112423,-74.0557013,42241,Subscriber,1992,1,3
1800,3/14/2020 18:41,3/14/2020 19:11,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42113,Customer,1969,0,3
1842,3/14/2020 18:41,3/14/2020 19:12,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42527,Customer,1969,0,3
2420,3/14/2020 18:41,3/14/2020 19:22,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,42157,Subscriber,1996,1,3
2101,3/14/2020 18:42,3/14/2020 19:17,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42215,Subscriber,1994,2,3
2364,3/14/2020 18:42,3/14/2020 19:21,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,42164,Subscriber,1996,2,3
134,3/14/2020 18:42,3/14/2020 18:45,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42182,Subscriber,1992,1,3
219,3/14/2020 18:45,3/14/2020 18:49,3210,Pershing Field,40.74267714,-74.05178863,3212,Christ Hospital,40.73478582,-74.05044364,42470,Subscriber,1978,1,3
660,3/14/2020 18:46,3/14/2020 18:57,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,42546,Subscriber,1999,1,3
646,3/14/2020 18:46,3/14/2020 18:57,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,42582,Subscriber,1999,2,3
594,3/14/2020 18:47,3/14/2020 18:57,3678,Fairmount Ave,40.72572614,-74.07195926,3191,Union St,40.7182113,-74.0836394,42303,Customer,1969,0,3
118,3/14/2020 18:49,3/14/2020 18:51,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42239,Subscriber,1989,1,3
1994,3/14/2020 18:51,3/14/2020 19:24,3681,Grand St,40.71517768,-74.03768331,3681,Grand St,40.71517768,-74.03768331,42130,Subscriber,1993,2,3
134,3/14/2020 18:51,3/14/2020 18:53,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,42182,Subscriber,1992,1,3
1282,3/14/2020 18:52,3/14/2020 19:13,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42228,Subscriber,1974,2,3
528,3/14/2020 18:53,3/14/2020 19:02,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,42254,Customer,1969,0,3
337,3/14/2020 18:59,3/14/2020 19:05,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,42519,Subscriber,1988,1,3
506,3/14/2020 19:00,3/14/2020 19:09,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,42117,Subscriber,1968,1,3
235,3/14/2020 19:06,3/14/2020 19:10,3210,Pershing Field,40.74267714,-74.05178863,3212,Christ Hospital,40.73478582,-74.05044364,39463,Subscriber,1978,1,3
214,3/14/2020 19:07,3/14/2020 19:11,3270,Jersey & 6th St,40.72528911,-74.04557168,3638,Washington St,40.7242941,-74.0354826,42359,Subscriber,1976,1,3
1462,3/14/2020 19:09,3/14/2020 19:33,3193,Lincoln Park,40.7246051,-74.07840595,3269,Brunswick & 6th,40.72601173,-74.05038893,42349,Customer,1969,0,3
1461,3/14/2020 19:09,3/14/2020 19:34,3193,Lincoln Park,40.7246051,-74.07840595,3269,Brunswick & 6th,40.72601173,-74.05038893,42611,Subscriber,1987,1,3
1106,3/14/2020 19:12,3/14/2020 19:30,3192,Liberty Light Rail,40.7112423,-74.0557013,3639,Harborside,40.7192517,-74.034234,42241,Customer,1969,0,3
993,3/14/2020 19:14,3/14/2020 19:31,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,42230,Subscriber,1974,2,3
567,3/14/2020 19:15,3/14/2020 19:24,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42613,Subscriber,1997,1,3
1260,3/14/2020 19:16,3/14/2020 19:37,3205,JC Medical Center,40.71653978,-74.04963791,3203,Hamilton Park,40.72759597,-74.04424731,42113,Customer,1969,0,3
1261,3/14/2020 19:16,3/14/2020 19:37,3205,JC Medical Center,40.71653978,-74.04963791,3203,Hamilton Park,40.72759597,-74.04424731,42527,Customer,1969,0,3
181,3/14/2020 19:17,3/14/2020 19:21,3639,Harborside,40.7192517,-74.034234,3187,Warren St,40.7211236,-74.03805095,42401,Subscriber,1993,2,3
677,3/14/2020 19:18,3/14/2020 19:29,3192,Liberty Light Rail,40.7112423,-74.0557013,3278,Monmouth and 6th,40.72568548,-74.04879034,42215,Subscriber,1994,2,3
1874,3/14/2020 19:19,3/14/2020 19:50,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,42298,Customer,1969,0,3
1818,3/14/2020 19:19,3/14/2020 19:49,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,42452,Customer,1969,0,3
105,3/14/2020 19:30,3/14/2020 19:31,3278,Monmouth and 6th,40.72568548,-74.04879034,3270,Jersey & 6th St,40.72528911,-74.04557168,42215,Subscriber,1994,2,3
1431,3/14/2020 19:30,3/14/2020 19:54,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,42251,Subscriber,1996,1,3
1617,3/14/2020 19:35,3/14/2020 20:02,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42221,Customer,1969,0,3
1621,3/14/2020 19:35,3/14/2020 20:02,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42532,Customer,1969,0,3
518,3/14/2020 19:35,3/14/2020 19:44,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,42352,Subscriber,1994,2,3
484,3/14/2020 19:36,3/14/2020 19:44,3213,Van Vorst Park,40.71848892,-74.04772663,3192,Liberty Light Rail,40.7112423,-74.0557013,42185,Subscriber,1979,1,3
454,3/14/2020 19:36,3/14/2020 19:44,3213,Van Vorst Park,40.71848892,-74.04772663,3192,Liberty Light Rail,40.7112423,-74.0557013,42578,Subscriber,1981,2,3
1222,3/14/2020 19:37,3/14/2020 19:58,3186,Grove St PATH,40.71958612,-74.04311746,3193,Lincoln Park,40.7246051,-74.07840595,42443,Subscriber,1970,1,3
610,3/14/2020 19:38,3/14/2020 19:48,3187,Warren St,40.7211236,-74.03805095,3269,Brunswick & 6th,40.72601173,-74.05038893,42117,Subscriber,1968,1,3
248,3/14/2020 19:45,3/14/2020 19:49,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,42290,Subscriber,1978,1,3
179,3/14/2020 19:47,3/14/2020 19:50,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,42552,Subscriber,1986,1,3
988,3/14/2020 19:49,3/14/2020 20:06,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42296,Customer,1994,2,3
1037,3/14/2020 19:50,3/14/2020 20:07,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42364,Customer,1997,2,3
1009,3/14/2020 19:50,3/14/2020 20:06,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42425,Customer,1989,1,3
1815,3/14/2020 19:50,3/14/2020 20:20,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,42540,Subscriber,1991,1,3
352,3/14/2020 19:51,3/14/2020 19:57,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,42337,Subscriber,1968,1,3
295,3/14/2020 19:52,3/14/2020 19:56,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42476,Subscriber,1996,2,3
846,3/14/2020 19:52,3/14/2020 20:06,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42198,Customer,1990,1,3
916,3/14/2020 19:52,3/14/2020 20:07,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42130,Customer,1988,1,3
80,3/14/2020 19:59,3/14/2020 20:00,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,42337,Subscriber,1988,1,3
252,3/14/2020 19:59,3/14/2020 20:04,3639,Harborside,40.7192517,-74.034234,3187,Warren St,40.7211236,-74.03805095,42241,Customer,1969,0,3
413,3/14/2020 20:03,3/14/2020 20:10,3193,Lincoln Park,40.7246051,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,42223,Subscriber,1960,1,3
386,3/14/2020 20:10,3/14/2020 20:16,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,42221,Subscriber,1992,1,3
495,3/14/2020 20:10,3/14/2020 20:18,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.7112423,-74.0557013,42499,Subscriber,1987,1,3
228,3/14/2020 20:11,3/14/2020 20:15,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,42118,Subscriber,1988,1,3
212,3/14/2020 20:14,3/14/2020 20:17,3186,Grove St PATH,40.71958612,-74.04311746,3681,Grand St,40.71517768,-74.03768331,42425,Subscriber,1986,1,3
274,3/14/2020 20:14,3/14/2020 20:19,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42292,Subscriber,1981,2,3
330,3/14/2020 20:14,3/14/2020 20:20,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,42261,Subscriber,1958,1,3
228,3/14/2020 20:15,3/14/2020 20:19,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42492,Subscriber,1981,1,3
203,3/14/2020 20:19,3/14/2020 20:23,3273,Manila & 1st,40.72165072,-74.04288411,3213,Van Vorst Park,40.71848892,-74.04772663,42614,Subscriber,1990,1,3
230,3/14/2020 20:26,3/14/2020 20:30,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,42442,Subscriber,1989,1,3
315,3/14/2020 20:38,3/14/2020 20:43,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,32436,Subscriber,1987,1,3
251,3/14/2020 20:55,3/14/2020 21:00,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42198,Subscriber,1967,2,3
