tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,monh
147,3/2/2020 17:46,3/2/2020 17:48,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42387,Subscriber,1983,1,3
505,3/2/2020 17:46,3/2/2020 17:55,3639,Harborside,40.7192517,-74.034234,3269,Brunswick & 6th,40.72601173,-74.05038893,42476,Subscriber,1983,2,3
203,3/2/2020 17:47,3/2/2020 17:50,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42392,Subscriber,1986,1,3
646,3/2/2020 17:47,3/2/2020 17:58,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,42254,Subscriber,1980,1,3
113,3/2/2020 17:47,3/2/2020 17:49,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42322,Subscriber,1980,1,3
139,3/2/2020 17:47,3/2/2020 17:49,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,42374,Subscriber,1975,1,3
153,3/2/2020 17:47,3/2/2020 17:50,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,42145,Subscriber,1988,2,3
89,3/2/2020 17:48,3/2/2020 17:49,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42281,Subscriber,1988,1,3
1165,3/2/2020 17:48,3/2/2020 18:07,3639,Harborside,40.7192517,-74.034234,3678,Fairmount Ave,40.72572614,-74.07195926,42192,Subscriber,1975,1,3
281,3/2/2020 17:48,3/2/2020 17:53,3279,Dixon Mills,40.72163014,-74.04996783,3185,City Hall,40.7177325,-74.043845,42156,Subscriber,1994,1,3
266,3/2/2020 17:48,3/2/2020 17:53,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42575,Subscriber,1989,2,3
235,3/2/2020 17:48,3/2/2020 17:52,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42116,Subscriber,1984,1,3
387,3/2/2020 17:49,3/2/2020 17:55,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,42547,Subscriber,1996,1,3
527,3/2/2020 17:50,3/2/2020 17:58,3639,Harborside,40.7192517,-74.034234,3481,York St,40.71649,-74.04105,42281,Subscriber,1983,1,3
496,3/2/2020 17:50,3/2/2020 17:58,3639,Harborside,40.7192517,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,42232,Subscriber,1982,2,3
295,3/2/2020 17:50,3/2/2020 17:55,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,42563,Subscriber,1981,2,3
254,3/2/2020 17:51,3/2/2020 17:56,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,42124,Subscriber,1982,1,3
89,3/2/2020 17:52,3/2/2020 17:53,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42162,Subscriber,1989,1,3
160,3/2/2020 17:53,3/2/2020 17:56,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,42214,Subscriber,1959,1,3
153,3/2/2020 17:53,3/2/2020 17:56,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,42380,Subscriber,1992,1,3
150,3/2/2020 17:54,3/2/2020 17:56,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42489,Subscriber,1993,1,3
218,3/2/2020 17:54,3/2/2020 17:58,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,42152,Subscriber,1994,1,3
228,3/2/2020 17:54,3/2/2020 17:58,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42118,Subscriber,1992,1,3
159,3/2/2020 17:55,3/2/2020 17:57,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,42247,Subscriber,1995,2,3
89,3/2/2020 17:55,3/2/2020 17:56,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42499,Subscriber,1983,1,3
268,3/2/2020 17:55,3/2/2020 17:59,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42553,Subscriber,1972,1,3
457,3/2/2020 17:55,3/2/2020 18:03,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,39463,Subscriber,1985,1,3
540,3/2/2020 17:56,3/2/2020 18:05,3209,Brunswick St,40.7241765,-74.0506564,3276,Marin Light Rail,40.71458404,-74.04281706,42466,Customer,1969,0,3
510,3/2/2020 17:57,3/2/2020 18:05,3638,Washington St,40.7242941,-74.0354826,3483,Montgomery St,40.71942,-74.05099,42215,Subscriber,1994,1,3
648,3/2/2020 17:57,3/2/2020 18:08,3194,McGinley Square,40.72533993,-74.06762213,3694,Jackson Square,40.71113,-74.0789,42147,Subscriber,1977,1,3
331,3/2/2020 17:57,3/2/2020 18:02,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,42462,Subscriber,1979,1,3
300,3/2/2020 17:57,3/2/2020 18:02,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,42546,Subscriber,1970,2,3
456,3/2/2020 17:57,3/2/2020 18:05,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,42394,Subscriber,1958,1,3
1040,3/2/2020 17:58,3/2/2020 18:15,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,42533,Subscriber,1984,1,3
228,3/2/2020 17:59,3/2/2020 18:03,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42339,Subscriber,1975,2,3
1196,3/2/2020 17:59,3/2/2020 18:19,3202,Newport PATH,40.7272235,-74.0337589,3205,JC Medical Center,40.71653978,-74.04963791,42585,Subscriber,1976,1,3
281,3/2/2020 17:59,3/2/2020 18:04,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42261,Subscriber,1992,2,3
107,3/2/2020 17:59,3/2/2020 18:01,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42599,Subscriber,1990,1,3
560,3/2/2020 18:01,3/2/2020 18:10,3220,5 Corners Library,40.73496102,-74.05950308,3281,Leonard Gordon Park,40.74590997,-74.05727148,42527,Subscriber,1984,1,3
191,3/2/2020 18:01,3/2/2020 18:04,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42107,Subscriber,1988,1,3
1129,3/2/2020 18:02,3/2/2020 18:21,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,42549,Subscriber,1986,1,3
809,3/2/2020 18:02,3/2/2020 18:15,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,42373,Subscriber,1990,1,3
890,3/2/2020 18:02,3/2/2020 18:17,3213,Van Vorst Park,40.71848892,-74.04772663,3268,Lafayette Park,40.71346383,-74.06285852,42201,Customer,1993,2,3
1008,3/2/2020 18:02,3/2/2020 18:19,3211,Newark Ave,40.72152515,-74.04630454,3214,Essex Light Rail,40.7127742,-74.0364857,42472,Subscriber,1963,1,3
664,3/2/2020 18:02,3/2/2020 18:14,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3209,Brunswick St,40.7241765,-74.0506564,42429,Subscriber,1989,1,3
185,3/2/2020 18:03,3/2/2020 18:06,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42118,Subscriber,1963,1,3
141,3/2/2020 18:03,3/2/2020 18:06,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,42545,Subscriber,1993,2,3
780,3/2/2020 18:04,3/2/2020 18:17,3279,Dixon Mills,40.72163014,-74.04996783,3677,Glenwood Ave,40.72755147,-74.07106072,42555,Customer,1990,1,3
165,3/2/2020 18:04,3/2/2020 18:07,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,42582,Subscriber,1981,1,3
369,3/2/2020 18:05,3/2/2020 18:11,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,42107,Subscriber,1970,1,3
639,3/2/2020 18:06,3/2/2020 18:16,3202,Newport PATH,40.7272235,-74.0337589,3267,Morris Canal,40.71241882,-74.03852552,42503,Subscriber,1959,2,3
1076,3/2/2020 18:07,3/2/2020 18:24,3639,Harborside,40.7192517,-74.034234,3220,5 Corners Library,40.73496102,-74.05950308,42611,Subscriber,1985,1,3
234,3/2/2020 18:07,3/2/2020 18:11,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,42126,Subscriber,1982,1,3
165,3/2/2020 18:07,3/2/2020 18:10,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42473,Subscriber,1994,1,3
147,3/2/2020 18:08,3/2/2020 18:10,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,42127,Subscriber,1967,2,3
1285,3/2/2020 18:08,3/2/2020 18:29,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42297,Customer,1969,0,3
313,3/2/2020 18:08,3/2/2020 18:13,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,42390,Subscriber,1990,1,3
245,3/2/2020 18:08,3/2/2020 18:12,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,42270,Subscriber,1984,1,3
340,3/2/2020 18:08,3/2/2020 18:14,3639,Harborside,40.7192517,-74.034234,3272,Jersey & 3rd,40.72333159,-74.04595256,42383,Subscriber,1966,1,3
229,3/2/2020 18:08,3/2/2020 18:12,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,42531,Subscriber,1988,2,3
307,3/2/2020 18:09,3/2/2020 18:14,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42273,Subscriber,1968,1,3
994,3/2/2020 18:10,3/2/2020 18:27,3267,Morris Canal,40.71241882,-74.03852552,3278,Monmouth and 6th,40.72568548,-74.04879034,42204,Subscriber,1982,2,3
258,3/2/2020 18:10,3/2/2020 18:14,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42127,Subscriber,1978,1,3
586,3/2/2020 18:10,3/2/2020 18:20,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,42593,Subscriber,1995,1,3
204,3/2/2020 18:11,3/2/2020 18:14,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42569,Subscriber,1992,1,3
364,3/2/2020 18:11,3/2/2020 18:17,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,42200,Subscriber,1999,1,3
677,3/2/2020 18:12,3/2/2020 18:23,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,42388,Subscriber,1966,1,3
377,3/2/2020 18:12,3/2/2020 18:18,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42413,Subscriber,1979,1,3
256,3/2/2020 18:13,3/2/2020 18:17,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42211,Subscriber,1984,1,3
129,3/2/2020 18:13,3/2/2020 18:15,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42492,Subscriber,1987,1,3
331,3/2/2020 18:14,3/2/2020 18:19,3187,Warren St,40.7211236,-74.03805095,3276,Marin Light Rail,40.71458404,-74.04281706,42606,Subscriber,1976,0,3
675,3/2/2020 18:14,3/2/2020 18:26,3481,York St,40.71649,-74.04105,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42281,Subscriber,1991,1,3
227,3/2/2020 18:15,3/2/2020 18:19,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42456,Subscriber,1993,1,3
250,3/2/2020 18:15,3/2/2020 18:19,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,42152,Subscriber,1977,1,3
876,3/2/2020 18:15,3/2/2020 18:30,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42547,Customer,1989,1,3
217,3/2/2020 18:16,3/2/2020 18:19,3275,Columbus Drive,40.7183552,-74.03891444,3186,Grove St PATH,40.71958612,-74.04311746,42163,Subscriber,1985,1,3
286,3/2/2020 18:16,3/2/2020 18:21,3211,Newark Ave,40.72152515,-74.04630454,3278,Monmouth and 6th,40.72568548,-74.04879034,42274,Subscriber,1983,2,3
442,3/2/2020 18:17,3/2/2020 18:25,3276,Marin Light Rail,40.71458404,-74.04281706,3278,Monmouth and 6th,40.72568548,-74.04879034,42254,Subscriber,1983,2,3
146,3/2/2020 18:18,3/2/2020 18:20,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42268,Subscriber,1983,1,3
799,3/2/2020 18:19,3/2/2020 18:32,3209,Brunswick St,40.7241765,-74.0506564,3207,Oakland Ave,40.7376037,-74.0524783,42429,Subscriber,1989,1,3
600,3/2/2020 18:19,3/2/2020 18:29,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.7112423,-74.0557013,42143,Subscriber,1985,1,3
149,3/2/2020 18:22,3/2/2020 18:24,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42456,Subscriber,1970,1,3
757,3/2/2020 18:22,3/2/2020 18:34,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,42321,Subscriber,1989,2,3
376,3/2/2020 18:22,3/2/2020 18:29,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,42163,Subscriber,1983,1,3
146,3/2/2020 18:23,3/2/2020 18:25,3211,Newark Ave,40.72152515,-74.04630454,3278,Monmouth and 6th,40.72568548,-74.04879034,42363,Subscriber,1980,1,3
359,3/2/2020 18:23,3/2/2020 18:29,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,42472,Subscriber,1991,1,3
388,3/2/2020 18:24,3/2/2020 18:31,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,42572,Subscriber,1989,1,3
869,3/2/2020 18:25,3/2/2020 18:39,3211,Newark Ave,40.72152515,-74.04630454,3220,5 Corners Library,40.73496102,-74.05950308,42391,Subscriber,1985,1,3
535,3/2/2020 18:26,3/2/2020 18:35,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42332,Subscriber,1954,1,3
543,3/2/2020 18:26,3/2/2020 18:36,3639,Harborside,40.7192517,-74.034234,3270,Jersey & 6th St,40.72528911,-74.04557168,42599,Subscriber,1987,1,3
447,3/2/2020 18:27,3/2/2020 18:35,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,42549,Subscriber,1982,1,3
223,3/2/2020 18:28,3/2/2020 18:31,3211,Newark Ave,40.72152515,-74.04630454,3278,Monmouth and 6th,40.72568548,-74.04879034,42609,Subscriber,1991,1,3
777,3/2/2020 18:28,3/2/2020 18:41,3639,Harborside,40.7192517,-74.034234,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42162,Subscriber,1993,1,3
146,3/2/2020 18:28,3/2/2020 18:30,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42165,Subscriber,1985,1,3
120,3/2/2020 18:30,3/2/2020 18:32,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42590,Subscriber,1991,1,3
94,3/2/2020 18:31,3/2/2020 18:32,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42364,Subscriber,1990,1,3
410,3/2/2020 18:31,3/2/2020 18:38,3213,Van Vorst Park,40.71848892,-74.04772663,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42433,Subscriber,1977,1,3
554,3/2/2020 18:32,3/2/2020 18:42,3202,Newport PATH,40.7272235,-74.0337589,3209,Brunswick St,40.7241765,-74.0506564,42472,Subscriber,1986,2,3
980,3/2/2020 18:33,3/2/2020 18:49,3270,Jersey & 6th St,40.72528911,-74.04557168,3203,Hamilton Park,40.72759597,-74.04424731,42462,Subscriber,1969,1,3
430,3/2/2020 18:34,3/2/2020 18:41,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,42267,Subscriber,1994,1,3
269,3/2/2020 18:35,3/2/2020 18:39,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,42165,Subscriber,1995,2,3
293,3/2/2020 18:35,3/2/2020 18:40,3677,Glenwood Ave,40.72755147,-74.07106072,3193,Lincoln Park,40.7246051,-74.07840595,42555,Subscriber,1992,1,3
938,3/2/2020 18:36,3/2/2020 18:51,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42189,Subscriber,1980,2,3
280,3/2/2020 18:37,3/2/2020 18:42,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3481,York St,40.71649,-74.04105,42499,Subscriber,1979,1,3
304,3/2/2020 18:39,3/2/2020 18:44,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958612,-74.04311746,42420,Subscriber,1988,1,3
113,3/2/2020 18:39,3/2/2020 18:41,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,42362,Subscriber,1984,1,3
364,3/2/2020 18:39,3/2/2020 18:45,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42126,Subscriber,1994,1,3
336,3/2/2020 18:40,3/2/2020 18:45,3273,Manila & 1st,40.72165072,-74.04288411,3272,Jersey & 3rd,40.72333159,-74.04595256,42279,Subscriber,1978,1,3
854,3/2/2020 18:42,3/2/2020 18:56,3678,Fairmount Ave,40.72572614,-74.07195926,3213,Van Vorst Park,40.71848892,-74.04772663,42526,Subscriber,1970,1,3
148,3/2/2020 18:42,3/2/2020 18:44,3273,Manila & 1st,40.72165072,-74.04288411,3272,Jersey & 3rd,40.72333159,-74.04595256,42446,Subscriber,1984,2,3
204,3/2/2020 18:43,3/2/2020 18:46,3184,Paulus Hook,40.7141454,-74.0335519,3481,York St,40.71649,-74.04105,42229,Subscriber,1987,1,3
345,3/2/2020 18:43,3/2/2020 18:48,3275,Columbus Drive,40.7183552,-74.03891444,3205,JC Medical Center,40.71653978,-74.04963791,42397,Subscriber,1989,2,3
472,3/2/2020 18:43,3/2/2020 18:51,3272,Jersey & 3rd,40.72333159,-74.04595256,3209,Brunswick St,40.7241765,-74.0506564,42596,Subscriber,1982,2,3
380,3/2/2020 18:43,3/2/2020 18:50,3280,Astor Place,40.7192822,-74.07126188,3194,McGinley Square,40.72533993,-74.06762213,42574,Customer,1995,2,3
173,3/2/2020 18:43,3/2/2020 18:46,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42590,Subscriber,1962,2,3
266,3/2/2020 18:44,3/2/2020 18:48,3638,Washington St,40.7242941,-74.0354826,3275,Columbus Drive,40.7183552,-74.03891444,42619,Subscriber,1973,2,3
272,3/2/2020 18:44,3/2/2020 18:49,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958612,-74.04311746,42267,Subscriber,1979,2,3
81,3/2/2020 18:45,3/2/2020 18:46,3273,Manila & 1st,40.72165072,-74.04288411,3272,Jersey & 3rd,40.72333159,-74.04595256,42205,Subscriber,1985,1,3
167,3/2/2020 18:45,3/2/2020 18:48,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42420,Subscriber,1975,1,3
128,3/2/2020 18:48,3/2/2020 18:50,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42126,Subscriber,1970,1,3
213,3/2/2020 18:48,3/2/2020 18:51,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,42166,Subscriber,1989,1,3
241,3/2/2020 18:49,3/2/2020 18:53,3681,Grand St,40.71517768,-74.03768331,3185,City Hall,40.7177325,-74.043845,42108,Subscriber,1970,1,3
408,3/2/2020 18:50,3/2/2020 18:57,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,42267,Subscriber,1993,1,3
336,3/2/2020 18:50,3/2/2020 18:55,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,42590,Subscriber,1964,2,3
198,3/2/2020 18:50,3/2/2020 18:53,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42574,Subscriber,1989,0,3
102,3/2/2020 18:50,3/2/2020 18:52,3272,Jersey & 3rd,40.72333159,-74.04595256,3272,Jersey & 3rd,40.72333159,-74.04595256,42428,Subscriber,1985,1,3
668,3/2/2020 18:51,3/2/2020 19:02,3638,Washington St,40.7242941,-74.0354826,3192,Liberty Light Rail,40.7112423,-74.0557013,42431,Subscriber,1988,1,3
582,3/2/2020 18:52,3/2/2020 19:01,3639,Harborside,40.7192517,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,42193,Subscriber,1985,1,3
362,3/2/2020 18:52,3/2/2020 18:58,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,42603,Subscriber,1980,1,3
496,3/2/2020 18:53,3/2/2020 19:01,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,38231,Subscriber,1991,1,3
153,3/2/2020 18:54,3/2/2020 18:56,3275,Columbus Drive,40.7183552,-74.03891444,3186,Grove St PATH,40.71958612,-74.04311746,42424,Subscriber,1979,2,3
223,3/2/2020 18:55,3/2/2020 18:59,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42574,Subscriber,1995,1,3
225,3/2/2020 18:56,3/2/2020 19:00,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42424,Subscriber,1989,1,3
181,3/2/2020 18:57,3/2/2020 19:00,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,42108,Subscriber,1989,1,3
607,3/2/2020 18:57,3/2/2020 19:08,3638,Washington St,40.7242941,-74.0354826,3269,Brunswick & 6th,40.72601173,-74.05038893,42258,Subscriber,1992,1,3
195,3/2/2020 18:59,3/2/2020 19:02,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.7192517,-74.034234,42549,Subscriber,1965,1,3
622,3/2/2020 19:00,3/2/2020 19:10,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,42213,Subscriber,1986,1,3
304,3/2/2020 19:00,3/2/2020 19:05,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,42168,Subscriber,1989,1,3
310,3/2/2020 19:01,3/2/2020 19:06,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,42230,Subscriber,1979,1,3
470,3/2/2020 19:01,3/2/2020 19:09,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42184,Subscriber,1986,1,3
72,3/2/2020 19:01,3/2/2020 19:03,3275,Columbus Drive,40.7183552,-74.03891444,3187,Warren St,40.7211236,-74.03805095,42119,Subscriber,1979,2,3
1210,3/2/2020 19:02,3/2/2020 19:22,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,42358,Subscriber,1997,1,3
395,3/2/2020 19:02,3/2/2020 19:09,3205,JC Medical Center,40.71653978,-74.04963791,3268,Lafayette Park,40.71346383,-74.06285852,42132,Subscriber,1999,1,3
129,3/2/2020 19:03,3/2/2020 19:05,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,42572,Subscriber,1983,1,3
1583,3/2/2020 19:03,3/2/2020 19:30,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,42603,Subscriber,1983,1,3
133,3/2/2020 19:04,3/2/2020 19:07,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,42110,Subscriber,1986,1,3
535,3/2/2020 19:04,3/2/2020 19:13,3275,Columbus Drive,40.7183552,-74.03891444,3192,Liberty Light Rail,40.7112423,-74.0557013,42453,Subscriber,1987,1,3
847,3/2/2020 19:06,3/2/2020 19:20,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,42156,Customer,1995,2,3
177,3/2/2020 19:06,3/2/2020 19:09,3194,McGinley Square,40.72533993,-74.06762213,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42574,Subscriber,1985,1,3
281,3/2/2020 19:06,3/2/2020 19:11,3275,Columbus Drive,40.7183552,-74.03891444,3202,Newport PATH,40.7272235,-74.0337589,42427,Subscriber,1989,1,3
176,3/2/2020 19:07,3/2/2020 19:10,3213,Van Vorst Park,40.71848892,-74.04772663,3205,JC Medical Center,40.71653978,-74.04963791,42387,Customer,1993,2,3
405,3/2/2020 19:08,3/2/2020 19:15,3638,Washington St,40.7242941,-74.0354826,3211,Newark Ave,40.72152515,-74.04630454,42343,Subscriber,1993,1,3
739,3/2/2020 19:08,3/2/2020 19:20,3199,Newport Pkwy,40.7287448,-74.0321082,3276,Marin Light Rail,40.71458404,-74.04281706,42547,Subscriber,1989,1,3
337,3/2/2020 19:08,3/2/2020 19:14,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,42505,Subscriber,1961,1,3
290,3/2/2020 19:10,3/2/2020 19:15,3273,Manila & 1st,40.72165072,-74.04288411,3209,Brunswick St,40.7241765,-74.0506564,42529,Subscriber,1969,1,3
653,3/2/2020 19:12,3/2/2020 19:23,3211,Newark Ave,40.72152515,-74.04630454,3268,Lafayette Park,40.71346383,-74.06285852,42244,Subscriber,1975,1,3
134,3/2/2020 19:12,3/2/2020 19:14,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42528,Subscriber,1960,1,3
782,3/2/2020 19:12,3/2/2020 19:25,3638,Washington St,40.7242941,-74.0354826,3279,Dixon Mills,40.72163014,-74.04996783,42247,Subscriber,1971,1,3
